date,total_shift_W2,factor_0_contribution,factor_1_contribution,factor_2_contribution,residual,factor_r_squared
2018-03-13,0.002542122660835427,0.003064824805588005,-0.002913781485844468,-5.2684665132749915e-05,0.2020125888225901,0.7979874111774089
2018-03-14,0.007993639609769704,-0.004922012566162136,0.008041453127238387,-0.010833408299460515,0.17643117296675637,0.8235688270332433
2018-03-15,0.009551435388307866,-0.00365645062654641,-0.015883506015482694,-0.002838242198930284,0.0475047280060793,0.9524952719939194
2018-03-16,0.000540097791199882,4.441812377769308e-05,0.0002529475516454307,9.216483919044694e-05,0.9369662866340671,0.06303371336593278
2018-03-19,0.013185033206257336,-0.009850904474632924,-0.012683984670000308,0.01571158930705548,0.23343871510652514,0.7665612848934746
2018-03-20,0.008348479907407757,0.013429690230133792,-0.004986141169878588,0.0013967549887702463,0.04257431717919402,0.9574256828208074
2018-03-21,0.006510012962981966,0.0038084657230204023,-0.009200138235326451,0.00682483316685546,0.09423044105353973,0.9057695589464597
2018-03-22,0.004804537114251059,-0.006249228331588028,-0.0034355693514434666,0.003568357809605627,0.06745983085791785,0.9325401691420823
2018-03-23,0.008145656349123048,-0.009278462756266991,-0.0034696774143810095,0.009939555214375308,0.06812140515828391,0.9318785948417153
2018-03-26,0.0033965779195697017,0.0002807417656997071,0.0038041907922381924,0.003584683478597198,0.4310789978522509,0.568921002147749
